service,state,sbytes,dbytes,sttl,dttl,sload,sloss,dloss,smean,dmean,response_body_len,ct_srv_src,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_srv_dst,attack_cat
0,0,756,354,254,252,8862.268555,2,1,76,44,0,7,1,1,5,0,0,5,5
0,0,756,268,254,252,11431.88086,2,1,76,45,0,5,2,1,5,0,0,5,5
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,33,0,0,33,6
0,0,29254,728,254,252,214457,14,3,860,52,0,5,1,1,4,0,0,4,5
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,33,0,0,33,6
6,1,114,0,254,0,456000000,0,0,57,0,0,26,10,10,26,0,0,26,6
0,0,172450,1128,254,252,508202,66,1,1250,43,0,7,1,1,5,0,0,8,5
0,1,104,0,254,0,138666656,0,0,52,0,0,6,3,1,6,0,0,6,5
0,0,922,556,254,252,7134.82959,5,3,58,56,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,65142856,0,0,57,0,0,33,17,17,33,0,0,33,6
6,1,114,0,254,0,57000000,0,0,57,0,0,24,16,16,24,0,0,24,6
6,1,114,0,254,0,91200000,0,0,57,0,0,34,34,16,34,0,0,34,6
6,1,114,0,254,0,50666664,0,0,57,0,0,26,15,15,26,0,0,26,6
1,0,17354,768,254,252,105145.1484,8,4,789,55,0,2,2,2,2,0,0,2,5
6,1,114,0,254,0,152000000,0,0,57,0,0,13,13,5,13,0,0,13,6
6,1,114,0,254,0,57000000,0,0,57,0,0,32,12,12,32,0,0,32,6
6,1,114,0,254,0,114000000,0,0,57,0,0,26,16,16,26,0,0,26,6
6,1,114,0,254,0,152000000,0,0,57,0,0,29,17,17,29,0,0,29,6
0,0,1076,794,254,252,5674.280762,3,2,90,79,0,6,2,1,5,0,0,7,5
6,1,114,0,254,0,152000000,0,0,57,0,0,27,14,14,27,0,0,27,6
0,0,534,268,254,252,4560.808594,2,1,53,45,0,5,1,1,5,0,0,6,5
6,1,114,0,254,0,152000000,0,0,57,0,0,25,25,14,25,0,0,25,6
0,1,200,0,254,0,133333328,0,0,100,0,0,7,3,3,12,0,0,7,5
0,1,168,0,254,0,74666664,0,0,84,0,0,1,1,1,1,0,0,1,7
4,0,506,268,254,252,5789.860352,2,1,51,45,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,50666664,0,0,57,0,0,33,17,17,33,0,0,33,6
6,1,114,0,254,0,50666664,0,0,57,0,0,16,14,14,16,0,0,16,6
4,0,768,268,254,252,11116.06445,2,1,77,45,0,1,1,1,1,0,0,1,7
0,0,534,268,254,252,10521.91211,2,1,53,45,0,5,2,1,4,0,0,5,5
6,1,114,0,254,0,57000000,0,0,57,0,0,25,25,14,25,0,0,25,6
6,1,114,0,254,0,152000000,0,0,57,0,0,33,17,17,33,0,0,33,6
0,1,200,0,254,0,100000000,0,0,100,0,0,6,3,3,6,0,0,6,2
6,1,114,0,254,0,57000000,0,0,57,0,0,14,14,14,14,0,0,14,6
0,1,168,0,254,0,84000000,0,0,84,0,0,1,1,1,1,0,0,1,7
0,1,168,0,254,0,224000000,0,0,84,0,0,1,1,1,1,0,0,5,7
6,1,114,0,254,0,50666664,0,0,57,0,0,36,36,25,36,0,0,36,6
0,0,1110,738,254,252,3933.528076,3,2,93,92,0,1,1,1,2,0,0,2,5
6,1,114,0,254,0,456000000,0,0,57,0,0,26,26,13,26,0,0,26,6
0,1,168,0,254,0,74666664,0,0,84,0,0,7,1,1,1,0,0,1,7
6,1,114,0,254,0,91200000,0,0,57,0,0,16,12,12,16,0,0,16,6
0,1,200,0,254,0,266666656,0,0,100,0,0,3,2,2,3,0,0,3,7
6,1,114,0,254,0,228000000,0,0,57,0,0,31,16,16,31,0,0,31,6
6,1,114,0,254,0,152000000,0,0,57,0,0,14,14,14,14,0,0,14,6
6,1,114,0,254,0,152000000,0,0,57,0,0,24,9,9,24,0,0,24,6
0,1,200,0,254,0,160000000,0,0,100,0,0,6,2,2,6,0,0,6,2
0,1,200,0,254,0,88888888,0,0,100,0,0,6,3,3,6,0,0,6,6
6,1,114,0,254,0,57000000,0,0,57,0,0,17,17,17,17,0,0,17,6
0,0,1080,710,254,252,9622.849609,3,2,90,89,0,3,1,1,3,0,0,3,5
6,1,114,0,254,0,152000000,0,0,57,0,0,17,16,16,17,0,0,17,6
0,1,1424,0,254,0,569600000,0,0,712,0,0,4,1,1,1,0,0,1,6
6,1,114,0,254,0,76000000,0,0,57,0,0,22,6,6,22,0,0,22,6
0,1,78,0,254,0,34666664,0,0,39,0,0,6,1,1,6,0,0,10,5
0,1,168,0,254,0,96000000,0,0,84,0,0,2,1,1,1,0,0,1,7
6,1,114,0,254,0,456000000,0,0,57,0,0,18,18,18,18,0,0,18,6
6,1,114,0,254,0,91200000,0,0,57,0,0,33,10,10,34,0,0,33,6
0,1,366,0,254,0,162666656,0,0,183,0,0,3,2,2,3,0,0,3,5
0,1,9792,0,254,0,1326.21936,0,0,272,0,0,1,1,1,1,0,0,1,2
6,1,114,0,254,0,456000000,0,0,57,0,0,29,18,18,29,0,0,29,6
6,1,114,0,254,0,50666664,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,50666664,0,0,57,0,0,33,17,17,33,0,0,33,6
6,1,114,0,254,0,91200000,0,0,57,0,0,44,10,7,44,0,0,44,6
6,1,114,0,254,0,50666664,0,0,57,0,0,32,32,16,32,0,0,32,6
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,34,0,0,33,6
0,1,170,0,254,0,75555552,0,0,85,0,0,38,16,1,38,0,0,38,5
6,1,114,0,254,0,50666664,0,0,57,0,0,16,16,16,17,0,0,16,6
0,0,564,354,254,252,5766.272949,2,1,56,44,0,1,1,1,1,0,0,1,7
0,0,2228,268,254,252,52603.28516,2,1,223,45,0,8,3,1,8,0,0,8,5
0,1,104,0,254,0,104000000,0,0,52,0,0,7,2,1,7,0,0,7,5
6,1,114,0,254,0,50666664,0,0,57,0,0,18,17,17,18,0,0,18,6
0,0,1432,678,254,252,13588.88281,4,4,102,57,0,4,1,1,4,0,0,4,5
6,1,114,0,254,0,50666664,0,0,57,0,0,28,18,18,28,0,0,28,6
6,1,114,0,254,0,57000000,0,0,57,0,0,36,33,17,36,0,0,36,6
0,1,168,0,254,0,224000000,0,0,84,0,0,1,1,1,1,0,0,2,7
0,0,1106,828,254,252,6735.790039,3,2,92,83,0,3,1,1,2,0,0,2,5
0,0,550,354,254,252,6218.631836,2,1,55,44,0,8,1,1,8,0,0,8,5
0,1,1064,0,254,0,472888864,0,0,532,0,0,2,1,1,2,0,0,3,5
0,1,200,0,254,0,88888888,0,0,100,0,0,5,3,3,5,0,0,5,2
6,1,114,0,254,0,152000000,0,0,57,0,0,33,17,17,33,0,0,33,6
0,0,756,268,254,252,10078.67969,2,1,76,45,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,50666664,0,0,57,0,0,34,16,16,34,0,0,34,6
6,1,114,0,254,0,76000000,0,0,57,0,0,30,18,18,30,0,0,30,6
0,0,564,354,254,252,6179.212402,2,1,56,44,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,57000000,0,0,57,0,0,33,33,17,34,0,0,33,6
0,0,502,268,254,252,16488.75195,2,1,50,45,0,1,1,1,1,0,0,1,8
0,1,168,0,254,0,19200000,0,0,84,0,0,2,1,1,1,0,0,1,7
0,1,168,0,254,0,112000000,0,0,84,0,0,2,1,1,1,0,0,1,7
0,0,2028,840,254,252,10609.60254,3,2,169,84,0,4,2,1,3,0,0,3,5
6,1,114,0,254,0,152000000,0,0,57,0,0,30,17,17,30,0,0,30,6
6,1,114,0,254,0,50666664,0,0,57,0,0,14,14,8,14,0,0,14,6
6,1,114,0,254,0,22800000,0,0,57,0,0,19,16,16,20,0,0,19,6
6,1,114,0,254,0,76000000,0,0,57,0,0,27,14,14,27,0,0,27,6
0,1,168,0,254,0,96000000,0,0,84,0,0,1,1,1,1,0,0,1,7
0,1,200,0,254,0,88888888,0,0,100,0,0,4,2,2,4,0,0,4,5
0,1,1280,0,254,0,258.430237,0,0,64,0,0,2,2,2,2,0,0,2,7
0,1,200,0,254,0,88888888,0,0,100,0,0,6,3,3,6,0,0,6,5
6,1,114,0,254,0,456000000,0,0,57,0,0,31,24,13,31,0,0,31,6
6,1,114,0,254,0,50666664,0,0,57,0,0,33,8,8,33,0,0,33,6
6,1,114,0,254,0,456000000,0,0,57,0,0,18,17,17,18,0,0,18,6
6,1,114,0,254,0,50666664,0,0,57,0,0,17,17,17,17,0,0,17,6
0,0,564,354,254,252,6009.869629,2,1,56,44,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,57000000,0,0,57,0,0,34,34,18,34,0,0,34,6
0,1,168,0,254,0,56000000,0,0,84,0,0,3,1,1,1,0,0,1,7
0,1,392,0,254,0,81.941513,0,0,98,0,0,5,1,1,5,0,0,5,5
1,0,68109,1026,254,252,384998.4375,28,4,1099,51,0,1,1,1,1,0,0,1,5
4,0,928,268,254,252,10008.02148,2,1,93,45,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,152000000,0,0,57,0,0,17,17,17,17,0,0,17,6
0,1,200,0,254,0,88888888,0,0,100,0,0,4,2,2,4,0,0,4,1
0,1,200,0,254,0,88888888,0,0,100,0,0,10,4,4,11,0,0,10,7
6,1,114,0,254,0,50666664,0,0,57,0,0,25,19,10,25,0,0,25,6
6,1,114,0,254,0,57000000,0,0,57,0,0,18,17,17,18,0,0,18,6
0,0,564,354,254,252,4392.976562,2,1,56,44,0,9,1,1,1,0,0,1,7
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,34,0,0,33,6
6,1,114,0,254,0,152000000,0,0,57,0,0,16,16,12,16,0,0,16,6
6,1,114,0,254,0,50666664,0,0,57,0,0,17,9,9,17,0,0,17,6
6,1,114,0,254,0,456000000,0,0,57,0,0,18,16,16,18,0,0,18,6
6,1,114,0,254,0,456000000,0,0,57,0,0,29,13,13,29,0,0,29,6
4,0,2550,268,254,252,25626.31641,2,1,255,45,0,5,1,1,5,0,0,5,5
0,0,790,902,254,252,7541.760742,4,5,56,56,0,7,1,1,9,0,0,7,5
6,1,114,0,254,0,76000000,0,0,57,0,0,30,18,18,30,0,0,30,6
6,1,114,0,254,0,30400000,0,0,57,0,0,32,16,16,32,0,0,32,6
0,2,152,82,254,60,4551.57959,0,0,76,41,0,1,1,1,1,0,0,1,7
0,0,240045,1386,254,252,725120.4375,89,1,1305,43,0,4,1,1,2,0,0,2,5
0,0,2516,354,254,252,6006.523438,2,1,252,44,0,1,1,1,1,0,0,1,5
6,1,114,0,254,0,114000000,0,0,57,0,0,37,22,8,37,0,0,37,6
6,1,114,0,254,0,152000000,0,0,57,0,0,25,15,15,25,0,0,25,6
6,1,114,0,254,0,152000000,0,0,57,0,0,24,15,10,24,0,0,24,6
4,0,954,268,254,252,23176.59766,2,1,95,45,0,2,2,2,2,0,0,2,7
0,1,200,0,254,0,88888888,0,0,100,0,0,5,2,2,5,0,0,5,7
6,1,114,0,254,0,456000000,0,0,57,0,0,14,14,14,14,0,0,14,6
6,1,114,0,254,0,45600000,0,0,57,0,0,16,14,6,16,0,0,16,6
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,34,0,0,33,6
0,0,1000,842,254,252,9122.823242,3,2,83,84,0,2,1,1,1,0,0,1,5
6,1,114,0,254,0,50666664,0,0,57,0,0,15,14,6,16,0,0,15,6
4,0,916,354,254,252,7050.830078,2,1,92,44,0,1,1,1,1,0,0,2,7
6,1,114,0,254,0,50666664,0,0,57,0,0,15,15,15,15,0,0,15,6
1,0,798,682,254,252,7481.10791,4,4,57,57,0,2,1,1,2,1,1,2,5
0,1,168,0,254,0,39529412,0,0,84,0,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,76000000,0,0,57,0,0,30,14,14,30,0,0,30,6
0,1,200,0,254,0,88888888,0,0,100,0,0,7,4,4,12,0,0,7,7
6,1,114,0,254,0,76000000,0,0,57,0,0,18,16,16,18,0,0,18,6
0,0,2530,268,254,252,28324.41797,2,1,253,45,0,7,1,1,5,0,0,5,5
0,0,1268,268,254,252,40768.78516,2,1,127,45,0,11,3,1,11,0,0,11,5
6,1,114,0,254,0,57000000,0,0,57,0,0,26,18,18,26,0,0,26,6
6,1,114,0,254,0,57000000,0,0,57,0,0,25,25,13,25,0,0,25,6
6,1,114,0,254,0,57000000,0,0,57,0,0,23,2,2,23,0,0,23,6
0,0,564,354,254,252,5458.491699,2,1,56,44,0,3,1,1,1,0,0,1,7
0,0,1176,536,254,252,277.065552,4,1,59,45,0,4,2,2,4,0,0,4,5
6,1,114,0,254,0,114000000,0,0,57,0,0,17,17,8,17,0,0,17,6
0,1,200,0,254,0,88888888,0,0,100,0,0,6,2,2,6,0,0,6,1
6,1,114,0,254,0,57000000,0,0,57,0,0,32,32,16,32,0,0,32,6
0,0,68189,612,254,252,545865.875,27,1,1136,44,0,11,1,1,3,0,0,3,5
0,1,104,0,254,0,83200000,0,0,52,0,0,4,1,1,4,0,0,4,5
4,0,798,1320,62,252,10970.56641,2,2,80,165,258,2,2,1,1,0,0,1,1
0,0,17790,828,254,252,123932,8,2,809,83,0,4,1,1,2,0,0,2,5
6,1,114,0,254,0,152000000,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,50666664,0,0,57,0,0,16,10,10,17,0,0,16,6
6,1,114,0,254,0,76000000,0,0,57,0,0,22,18,18,22,0,0,22,6
6,1,114,0,254,0,456000000,0,0,57,0,0,33,33,17,33,0,0,33,6
0,0,982,844,254,252,5577.151855,3,2,82,84,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,50666664,0,0,57,0,0,30,27,16,31,0,0,30,6
0,0,626,268,254,252,6074.722168,2,1,63,45,0,7,2,2,7,0,0,8,5
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,3,0,0,3,5
6,1,114,0,254,0,456000000,0,0,57,0,0,13,13,13,13,0,0,13,6
0,1,200,0,254,0,100000000,0,0,100,0,0,6,2,2,6,0,0,6,5
0,0,1506,268,254,252,15153.75879,2,1,151,45,0,4,1,1,4,0,0,4,5
0,0,718,268,254,252,6637.582031,2,1,72,45,0,3,1,1,3,0,0,4,5
6,1,114,0,254,0,50666664,0,0,57,0,0,16,16,16,18,0,0,16,6
0,0,564,354,254,252,6319.311523,2,1,56,44,0,1,1,1,1,0,0,1,7
0,1,104,0,254,0,138666656,0,0,52,0,0,3,1,1,2,0,0,3,5
0,1,168,0,254,0,168000000,0,0,84,0,0,2,1,1,1,0,0,1,7
6,1,114,0,254,0,152000000,0,0,57,0,0,34,34,18,34,0,0,34,6
0,1,1064,0,254,0,1418666624,0,0,532,0,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,50666664,0,0,57,0,0,19,5,5,19,0,0,19,6
6,1,114,0,254,0,50666664,0,0,57,0,0,18,18,18,18,0,0,18,6
6,1,114,0,254,0,57000000,0,0,57,0,0,30,30,17,30,0,0,30,6
6,1,114,0,254,0,91200000,0,0,57,0,0,23,7,7,23,0,0,23,6
6,1,114,0,254,0,91200000,0,0,57,0,0,27,12,12,27,0,0,27,6
6,1,114,0,254,0,76000000,0,0,57,0,0,33,15,15,33,0,0,33,6
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,34,0,0,33,6
6,1,114,0,254,0,50666664,0,0,57,0,0,18,18,7,18,0,0,18,6
6,1,114,0,254,0,114000000,0,0,57,0,0,33,16,16,33,0,0,33,6
0,1,200,0,254,0,200000000,0,0,100,0,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,152000000,0,0,57,0,0,22,16,16,22,0,0,22,6
6,1,114,0,254,0,45600000,0,0,57,0,0,26,18,18,26,0,0,26,6
6,1,114,0,254,0,152000000,0,0,57,0,0,11,11,11,11,0,0,11,6
6,1,114,0,254,0,152000000,0,0,57,0,0,25,17,17,25,0,0,25,6
6,1,114,0,254,0,65142856,0,0,57,0,0,31,7,7,31,0,0,31,6
0,1,1066,0,254,0,4264000000,0,0,533,0,0,2,1,1,5,0,0,2,5
6,1,114,0,254,0,76000000,0,0,57,0,0,33,16,16,33,0,0,33,6
6,1,114,0,254,0,152000000,0,0,57,0,0,22,22,13,22,0,0,22,6
0,0,1382,710,254,252,31339.76172,3,2,115,89,0,13,2,1,11,0,0,11,5
6,1,114,0,254,0,50666664,0,0,57,0,0,21,7,7,21,0,0,21,6
6,1,114,0,254,0,152000000,0,0,57,0,0,27,16,16,27,0,0,27,6
0,1,200,0,254,0,266666656,0,0,100,0,0,8,1,1,15,0,0,8,7
6,1,114,0,254,0,50666664,0,0,57,0,0,33,17,17,33,0,0,33,6
6,1,114,0,254,0,50666664,0,0,57,0,0,27,17,17,27,0,0,27,6
6,1,114,0,254,0,57000000,0,0,57,0,0,33,16,16,33,0,0,33,6
4,0,7098,43330,254,252,23135.05859,9,21,296,942,53,2,1,1,1,0,0,1,2
6,1,114,0,254,0,57000000,0,0,57,0,0,29,13,13,29,0,0,29,6
0,0,4678,354,254,252,43374.98438,3,1,390,44,0,3,1,1,2,0,0,3,5
6,1,114,0,254,0,57000000,0,0,57,0,0,33,33,16,33,0,0,33,6
6,1,114,0,254,0,152000000,0,0,57,0,0,17,17,17,17,0,0,17,6
0,1,200,0,254,0,266666656,0,0,100,0,0,1,1,1,1,0,0,1,1
0,0,534,268,254,252,9582.794922,2,1,53,45,0,4,1,1,3,0,0,3,5
6,1,114,0,254,0,76000000,0,0,57,0,0,33,33,17,33,0,0,33,6
6,1,114,0,254,0,152000000,0,0,57,0,0,32,16,16,32,0,0,32,6
6,1,114,0,254,0,152000000,0,0,57,0,0,30,14,14,30,0,0,30,6
0,1,104,0,254,0,138666656,0,0,52,0,0,6,1,1,3,0,0,3,5
0,1,168,0,254,0,37333332,0,0,84,0,0,1,1,1,1,0,0,1,7
0,0,1062,760,254,252,15175.59473,3,2,89,95,0,3,2,1,4,0,0,3,5
0,0,1272,858,254,252,6734.29834,3,2,106,86,0,3,1,1,3,0,0,3,5
0,0,3026,836,254,252,9832.167969,3,2,252,84,0,2,2,1,1,0,0,1,5
6,1,114,0,254,0,152000000,0,0,57,0,0,28,10,10,28,0,0,28,6
6,1,114,0,254,0,91200000,0,0,57,0,0,29,29,14,29,0,0,29,6
6,1,114,0,254,0,76000000,0,0,57,0,0,29,18,18,29,0,0,29,6
6,1,114,0,254,0,152000000,0,0,57,0,0,16,16,16,17,0,0,16,6
6,1,114,0,254,0,152000000,0,0,57,0,0,16,16,16,16,0,0,16,6
6,1,114,0,254,0,57000000,0,0,57,0,0,16,16,16,16,0,0,16,6
6,1,114,0,254,0,152000000,0,0,57,0,0,32,15,15,32,0,0,32,6
0,1,328,0,254,0,1312000000,0,0,164,0,0,26,18,1,26,0,0,26,5
0,1,230,0,254,0,230000000,0,0,115,0,0,4,1,1,4,0,0,4,5
6,1,114,0,254,0,152000000,0,0,57,0,0,28,27,15,28,0,0,28,6
6,1,114,0,254,0,50666664,0,0,57,0,0,40,28,15,40,0,0,40,6
6,1,114,0,254,0,76000000,0,0,57,0,0,23,16,16,23,0,0,23,6
6,1,114,0,254,0,57000000,0,0,57,0,0,10,10,10,10,0,0,10,6
0,1,168,0,254,0,96000000,0,0,84,0,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,57000000,0,0,57,0,0,33,16,16,33,0,0,33,6
0,0,654,268,254,252,12159.87402,2,1,65,45,0,1,1,1,1,0,0,1,5
6,1,114,0,254,0,152000000,0,0,57,0,0,26,9,9,26,0,0,26,6
4,0,812,1256,62,252,4192.40918,2,2,81,126,177,3,2,2,3,0,0,3,1
4,0,950,268,254,252,8107.916016,2,1,95,45,0,5,1,1,4,0,0,4,5
0,0,564,354,254,252,3025.93042,2,1,56,44,0,5,1,1,1,0,0,1,7
6,1,114,0,254,0,152000000,0,0,57,0,0,29,11,11,29,0,0,29,6
6,1,114,0,254,0,50666664,0,0,57,0,0,27,27,13,27,0,0,27,6
6,1,114,0,254,0,91200000,0,0,57,0,0,27,16,16,27,0,0,27,6
0,0,1136,746,254,252,9649.879883,3,2,95,93,0,3,1,1,3,0,0,3,5
6,1,114,0,254,0,152000000,0,0,57,0,0,18,18,18,18,0,0,18,6
0,0,614,354,254,252,8164.44043,2,1,61,44,0,1,1,1,1,0,0,1,5
4,0,68197,612,254,252,553060.4375,27,1,1137,44,0,1,1,1,1,0,0,1,5
6,1,114,0,254,0,57000000,0,0,57,0,0,18,16,16,18,0,0,18,6
0,1,168,0,254,0,96000000,0,0,84,0,0,1,1,1,1,0,0,1,7
0,1,200,0,254,0,133333328,0,0,100,0,0,9,3,3,12,0,0,9,2
6,1,114,0,254,0,50666664,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,50666664,0,0,57,0,0,24,7,7,24,0,0,24,6
0,1,104,0,254,0,46222220,0,0,52,0,0,4,1,1,4,0,0,6,5
6,1,114,0,254,0,45600000,0,0,57,0,0,8,8,8,8,0,0,8,6
0,0,68197,612,254,252,430460.7813,27,1,1137,44,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,50666664,0,0,57,0,0,31,18,18,31,0,0,31,6
0,0,588,268,254,252,10729.8584,2,1,59,45,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,152000000,0,0,57,0,0,33,33,17,33,0,0,33,6
0,1,200,0,254,0,88888888,0,0,100,0,0,5,5,5,5,0,0,5,7
0,1,200,0,254,0,88888888,0,0,100,0,0,4,2,2,4,0,0,4,2
6,1,114,0,254,0,114000000,0,0,57,0,0,1,1,1,1,0,0,1,6
0,1,200,0,254,0,88888888,0,0,100,0,0,5,2,2,5,0,0,5,2
6,1,114,0,254,0,152000000,0,0,57,0,0,22,17,17,22,0,0,22,6
6,1,114,0,254,0,57000000,0,0,57,0,0,18,18,18,18,0,0,18,6
6,1,114,0,254,0,152000000,0,0,57,0,0,32,15,15,32,0,0,32,6
0,1,1886,0,254,0,754400000,0,0,943,0,0,4,1,1,4,0,0,4,5
6,1,114,0,254,0,50666664,0,0,57,0,0,14,14,14,14,0,0,14,6
6,1,114,0,254,0,57000000,0,0,57,0,0,33,33,17,33,0,0,33,6
0,1,320,0,254,0,640000000,0,0,160,0,0,2,1,1,1,0,0,1,8
6,1,114,0,254,0,76000000,0,0,57,0,0,34,16,16,34,0,0,34,6
0,0,534,268,254,252,11338.99121,2,1,53,45,0,7,2,1,7,0,0,7,5
0,1,200,0,254,0,266666656,0,0,100,0,0,2,2,2,2,0,0,2,7
6,1,114,0,254,0,57000000,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,50666664,0,0,57,0,0,22,17,17,22,0,0,22,6
6,1,114,0,254,0,76000000,0,0,57,0,0,9,9,9,9,0,0,9,6
0,1,2060,0,254,0,824000000,0,0,1030,0,0,2,1,1,1,0,0,1,5
0,1,200,0,254,0,266666656,0,0,100,0,0,6,3,3,6,0,0,6,6
6,1,114,0,254,0,50666664,0,0,57,0,0,30,30,16,30,0,0,30,6
6,1,114,0,254,0,50666664,0,0,57,0,0,27,11,11,27,0,0,27,6
0,0,630,268,254,252,28995.51367,2,1,63,45,0,9,3,1,9,0,0,9,5
6,1,114,0,254,0,152000000,0,0,57,0,0,18,16,16,18,0,0,18,6
0,0,68101,698,254,252,131766.8594,26,1,1174,44,0,2,1,1,1,0,0,1,5
0,1,168,0,254,0,61090908,0,0,84,0,0,5,1,1,1,0,0,1,7
6,1,114,0,254,0,228000000,0,0,57,0,0,22,17,17,22,0,0,22,6
6,1,114,0,254,0,50666664,0,0,57,0,0,19,17,17,19,0,0,19,6
6,1,114,0,254,0,50666664,0,0,57,0,0,16,16,16,16,0,0,16,6
6,1,114,0,254,0,57000000,0,0,57,0,0,17,17,17,19,0,0,17,6
0,0,774,642,254,252,7162.915039,4,3,55,54,0,5,1,1,5,0,0,5,5
6,1,114,0,254,0,57000000,0,0,57,0,0,18,18,18,18,0,0,18,6
0,1,1064,0,254,0,851200000,0,0,532,0,0,4,1,1,2,0,0,2,5
0,1,104,0,254,0,46222220,0,0,52,0,0,10,4,1,10,0,0,10,5
6,1,114,0,254,0,57000000,0,0,57,0,0,17,8,8,17,0,0,17,6
0,1,200,0,254,0,80000000,0,0,100,0,0,4,1,1,4,0,0,4,2
0,1,200,0,254,0,88888888,0,0,100,0,0,3,2,2,3,0,0,3,2
0,0,612,354,254,252,4832.087891,2,1,61,44,0,1,1,1,1,0,0,1,8
6,1,114,0,254,0,152000000,0,0,57,0,0,24,12,12,24,0,0,24,6
6,1,114,0,254,0,65142856,0,0,57,0,0,16,16,16,16,0,0,16,6
6,1,114,0,254,0,456000000,0,0,57,0,0,26,7,7,26,0,0,26,6
0,1,200,0,254,0,88888888,0,0,100,0,0,4,3,3,4,0,0,4,5
0,1,200,0,254,0,100000000,0,0,100,0,0,14,5,5,17,0,0,14,2
0,0,1250,766,254,252,13080.39941,3,2,104,96,0,3,1,1,3,0,0,3,5
0,0,534,354,254,252,5852.818848,2,0,53,44,0,7,3,3,6,0,0,6,5
0,0,2516,268,254,252,29490.0293,2,1,252,45,0,3,1,1,2,0,0,2,5
6,1,114,0,254,0,57000000,0,0,57,0,0,34,18,18,34,0,0,34,6
0,1,168,0,254,0,74666664,0,0,84,0,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,76000000,0,0,57,0,0,17,17,17,17,0,0,17,6
6,1,114,0,254,0,456000000,0,0,57,0,0,8,8,8,8,0,0,8,6
6,1,114,0,254,0,50666664,0,0,57,0,0,17,17,17,17,0,0,17,6
0,1,168,0,254,0,112000000,0,0,84,0,0,5,1,1,31,0,0,1,7
1,0,910,682,254,252,6092.592773,3,4,65,57,0,2,1,1,2,0,0,2,5
6,1,114,0,254,0,57000000,0,0,57,0,0,34,17,17,34,0,0,34,6
4,0,802,354,254,252,5694.410645,2,1,80,44,0,1,1,1,1,0,0,1,2
0,1,376,0,254,0,150400000,0,0,188,0,0,1,1,1,1,0,0,1,8
6,1,114,0,254,0,91200000,0,0,57,0,0,28,10,10,28,0,0,28,6
6,1,114,0,254,0,57000000,0,0,57,0,0,20,16,16,20,0,0,20,6
6,1,114,0,254,0,50666664,0,0,57,0,0,26,10,10,26,0,0,26,6
6,1,114,0,254,0,57000000,0,0,57,0,0,33,33,17,33,0,0,33,6
6,1,114,0,254,0,228000000,0,0,57,0,0,27,16,16,27,0,0,27,6
4,0,844,354,254,252,6619.646973,2,1,84,44,0,1,1,1,1,0,0,1,7
6,1,114,0,254,0,152000000,0,0,57,0,0,36,33,17,36,0,0,36,6
6,1,114,0,254,0,50666664,0,0,57,0,0,22,18,18,22,0,0,22,6
0,0,1268,712,254,252,5766.868164,3,2,106,89,0,3,1,1,2,0,0,5,5
6,1,114,0,254,0,50666664,0,0,57,0,0,33,16,16,33,0,0,33,6
0,1,856,0,254,0,3424000000,0,0,428,0,0,3,3,1,3,0,0,3,5
0,0,564,354,254,252,5639.275391,2,1,56,44,0,1,1,1,1,0,0,1,7
0,1,2640,0,254,0,2112000000,0,0,1320,0,0,1,1,1,1,0,0,4,5
6,1,114,0,254,0,152000000,0,0,57,0,0,31,24,15,31,0,0,31,6
6,1,114,0,254,0,50666664,0,0,57,0,0,22,12,12,22,0,0,22,6
6,1,114,0,254,0,50666664,0,0,57,0,0,20,12,12,20,0,0,20,6
0,0,1066,818,254,252,7735.979492,3,2,89,82,0,3,1,1,3,0,0,3,5
6,1,114,0,254,0,57000000,0,0,57,0,0,34,18,18,34,0,0,34,6
0,1,630,0,254,0,252000000,0,0,315,0,0,1,1,1,1,0,0,1,8
0,0,520,354,254,252,2360.955078,2,1,52,44,0,2,1,1,2,0,0,1,8
